filename,num_vesicles,area_vesicles,area_percent,ID,decanoic acid_Concentration (mM),decanoate_Concentration (mM),decylamine_Concentration (mM),decyl trimethylamine_Concentration (mM),decylsulfate_Concentration (mM),decanol_Concentration (mM),monocaprin_Concentration (mM),Plate,350,360,370,380,390,400,410,420,430,440,450,460,470,480,490,500,510,520,530,540,550,560,570,580,590,600,610,620,630,640,650,660,670,680,690,700
D21,125,49490.29447016341,0.0471976227475771,D03,4.375,4.45,1.175,1.475,1.05,0.0255,0.092,1,0.1945,0.1723,0.1358,0.1041,0.0973,0.0934,0.0894,0.0871,0.0845,0.0819,0.0797,0.0782,0.0764,0.0748,0.0732,0.0725,0.0712,0.0694,0.0684,0.0673,0.0668,0.0661,0.0649,0.0644,0.0639,0.0633,0.0627,0.0636,0.0619,0.0614,0.0602,0.0603,0.0596,0.059,0.0576,0.0574
D21,170,81235.30283652488,0.0774720219006775,D03,4.375,4.45,1.175,1.475,1.05,0.0255,0.092,1,0.1945,0.1723,0.1358,0.1041,0.0973,0.0934,0.0894,0.0871,0.0845,0.0819,0.0797,0.0782,0.0764,0.0748,0.0732,0.0725,0.0712,0.0694,0.0684,0.0673,0.0668,0.0661,0.0649,0.0644,0.0639,0.0633,0.0627,0.0636,0.0619,0.0614,0.0602,0.0603,0.0596,0.059,0.0576,0.0574
D21,157,67972.28405123216,0.0648234215271302,D03,4.375,4.45,1.175,1.475,1.05,0.0255,0.092,1,0.1945,0.1723,0.1358,0.1041,0.0973,0.0934,0.0894,0.0871,0.0845,0.0819,0.0797,0.0782,0.0764,0.0748,0.0732,0.0725,0.0712,0.0694,0.0684,0.0673,0.0668,0.0661,0.0649,0.0644,0.0639,0.0633,0.0627,0.0636,0.0619,0.0614,0.0602,0.0603,0.0596,0.059,0.0576,0.0574
D21,249,125286.71502516096,0.119482722306405,D03,4.375,4.45,1.175,1.475,1.05,0.0255,0.092,1,0.1945,0.1723,0.1358,0.1041,0.0973,0.0934,0.0894,0.0871,0.0845,0.0819,0.0797,0.0782,0.0764,0.0748,0.0732,0.0725,0.0712,0.0694,0.0684,0.0673,0.0668,0.0661,0.0649,0.0644,0.0639,0.0633,0.0627,0.0636,0.0619,0.0614,0.0602,0.0603,0.0596,0.059,0.0576,0.0574
D21,125,49490.29447016341,0.0471976227475771,D03,4.375,4.45,1.175,1.475,1.05,0.0255,0.092,1,0.1945,0.1723,0.1358,0.1041,0.0973,0.0934,0.0894,0.0871,0.0845,0.0819,0.0797,0.0782,0.0764,0.0748,0.0732,0.0725,0.0712,0.0694,0.0684,0.0673,0.0668,0.0661,0.0649,0.0644,0.0639,0.0633,0.0627,0.0636,0.0619,0.0614,0.0602,0.0603,0.0596,0.059,0.0576,0.0574
D21,170,81235.30283652488,0.0774720219006775,D03,4.375,4.45,1.175,1.475,1.05,0.0255,0.092,1,0.1945,0.1723,0.1358,0.1041,0.0973,0.0934,0.0894,0.0871,0.0845,0.0819,0.0797,0.0782,0.0764,0.0748,0.0732,0.0725,0.0712,0.0694,0.0684,0.0673,0.0668,0.0661,0.0649,0.0644,0.0639,0.0633,0.0627,0.0636,0.0619,0.0614,0.0602,0.0603,0.0596,0.059,0.0576,0.0574
D21,157,67972.28405123216,0.0648234215271302,D03,4.375,4.45,1.175,1.475,1.05,0.0255,0.092,1,0.1945,0.1723,0.1358,0.1041,0.0973,0.0934,0.0894,0.0871,0.0845,0.0819,0.0797,0.0782,0.0764,0.0748,0.0732,0.0725,0.0712,0.0694,0.0684,0.0673,0.0668,0.0661,0.0649,0.0644,0.0639,0.0633,0.0627,0.0636,0.0619,0.0614,0.0602,0.0603,0.0596,0.059,0.0576,0.0574
D21,249,125286.71502516096,0.119482722306405,D03,4.375,4.45,1.175,1.475,1.05,0.0255,0.092,1,0.1945,0.1723,0.1358,0.1041,0.0973,0.0934,0.0894,0.0871,0.0845,0.0819,0.0797,0.0782,0.0764,0.0748,0.0732,0.0725,0.0712,0.0694,0.0684,0.0673,0.0668,0.0661,0.0649,0.0644,0.0639,0.0633,0.0627,0.0636,0.0619,0.0614,0.0602,0.0603,0.0596,0.059,0.0576,0.0574
D21,125,49490.29447016341,0.0471976227475771,D03,4.375,4.45,1.175,1.475,1.05,0.0255,0.092,1,0.1945,0.1723,0.1358,0.1041,0.0973,0.0934,0.0894,0.0871,0.0845,0.0819,0.0797,0.0782,0.0764,0.0748,0.0732,0.0725,0.0712,0.0694,0.0684,0.0673,0.0668,0.0661,0.0649,0.0644,0.0639,0.0633,0.0627,0.0636,0.0619,0.0614,0.0602,0.0603,0.0596,0.059,0.0576,0.0574
D21,170,81235.30283652488,0.0774720219006775,D03,4.375,4.45,1.175,1.475,1.05,0.0255,0.092,1,0.1945,0.1723,0.1358,0.1041,0.0973,0.0934,0.0894,0.0871,0.0845,0.0819,0.0797,0.0782,0.0764,0.0748,0.0732,0.0725,0.0712,0.0694,0.0684,0.0673,0.0668,0.0661,0.0649,0.0644,0.0639,0.0633,0.0627,0.0636,0.0619,0.0614,0.0602,0.0603,0.0596,0.059,0.0576,0.0574
D21,157,67972.28405123216,0.0648234215271302,D03,4.375,4.45,1.175,1.475,1.05,0.0255,0.092,1,0.1945,0.1723,0.1358,0.1041,0.0973,0.0934,0.0894,0.0871,0.0845,0.0819,0.0797,0.0782,0.0764,0.0748,0.0732,0.0725,0.0712,0.0694,0.0684,0.0673,0.0668,0.0661,0.0649,0.0644,0.0639,0.0633,0.0627,0.0636,0.0619,0.0614,0.0602,0.0603,0.0596,0.059,0.0576,0.0574
D21,249,125286.71502516096,0.119482722306405,D03,4.375,4.45,1.175,1.475,1.05,0.0255,0.092,1,0.1945,0.1723,0.1358,0.1041,0.0973,0.0934,0.0894,0.0871,0.0845,0.0819,0.0797,0.0782,0.0764,0.0748,0.0732,0.0725,0.0712,0.0694,0.0684,0.0673,0.0668,0.0661,0.0649,0.0644,0.0639,0.0633,0.0627,0.0636,0.0619,0.0614,0.0602,0.0603,0.0596,0.059,0.0576,0.0574
D22,119,78072.50443252333,0.0744557422948106,D04,0.925,2.925,0.965,2.875,2.775,0.0075,0.019,1,0.5247,0.4979,0.4619,0.4263,0.4185,0.4154,0.408,0.3999,0.3961,0.3943,0.3916,0.3896,0.3903,0.3876,0.3883,0.3866,0.3844,0.3804,0.3806,0.3754,0.3768,0.3727,0.3699,0.3683,0.367,0.3642,0.3624,0.3602,0.3584,0.3578,0.3563,0.3568,0.3557,0.356,0.3552,0.3556
D22,210,80641.5418249964,0.0769057672738994,D04,0.925,2.925,0.965,2.875,2.775,0.0075,0.019,1,0.5247,0.4979,0.4619,0.4263,0.4185,0.4154,0.408,0.3999,0.3961,0.3943,0.3916,0.3896,0.3903,0.3876,0.3883,0.3866,0.3844,0.3804,0.3806,0.3754,0.3768,0.3727,0.3699,0.3683,0.367,0.3642,0.3624,0.3602,0.3584,0.3578,0.3563,0.3568,0.3557,0.356,0.3552,0.3556
D22,215,86509.25150373875,0.0825016512906444,D04,0.925,2.925,0.965,2.875,2.775,0.0075,0.019,1,0.5247,0.4979,0.4619,0.4263,0.4185,0.4154,0.408,0.3999,0.3961,0.3943,0.3916,0.3896,0.3903,0.3876,0.3883,0.3866,0.3844,0.3804,0.3806,0.3754,0.3768,0.3727,0.3699,0.3683,0.367,0.3642,0.3624,0.3602,0.3584,0.3578,0.3563,0.3568,0.3557,0.356,0.3552,0.3556
D22,178,82449.52839713731,0.0786299976321576,D04,0.925,2.925,0.965,2.875,2.775,0.0075,0.019,1,0.5247,0.4979,0.4619,0.4263,0.4185,0.4154,0.408,0.3999,0.3961,0.3943,0.3916,0.3896,0.3903,0.3876,0.3883,0.3866,0.3844,0.3804,0.3806,0.3754,0.3768,0.3727,0.3699,0.3683,0.367,0.3642,0.3624,0.3602,0.3584,0.3578,0.3563,0.3568,0.3557,0.356,0.3552,0.3556
D22,119,78072.50443252333,0.0744557422948106,D04,0.925,2.925,0.965,2.875,2.775,0.0075,0.019,1,0.5247,0.4979,0.4619,0.4263,0.4185,0.4154,0.408,0.3999,0.3961,0.3943,0.3916,0.3896,0.3903,0.3876,0.3883,0.3866,0.3844,0.3804,0.3806,0.3754,0.3768,0.3727,0.3699,0.3683,0.367,0.3642,0.3624,0.3602,0.3584,0.3578,0.3563,0.3568,0.3557,0.356,0.3552,0.3556
D22,210,80641.5418249964,0.0769057672738994,D04,0.925,2.925,0.965,2.875,2.775,0.0075,0.019,1,0.5247,0.4979,0.4619,0.4263,0.4185,0.4154,0.408,0.3999,0.3961,0.3943,0.3916,0.3896,0.3903,0.3876,0.3883,0.3866,0.3844,0.3804,0.3806,0.3754,0.3768,0.3727,0.3699,0.3683,0.367,0.3642,0.3624,0.3602,0.3584,0.3578,0.3563,0.3568,0.3557,0.356,0.3552,0.3556
D22,215,86509.25150373875,0.0825016512906444,D04,0.925,2.925,0.965,2.875,2.775,0.0075,0.019,1,0.5247,0.4979,0.4619,0.4263,0.4185,0.4154,0.408,0.3999,0.3961,0.3943,0.3916,0.3896,0.3903,0.3876,0.3883,0.3866,0.3844,0.3804,0.3806,0.3754,0.3768,0.3727,0.3699,0.3683,0.367,0.3642,0.3624,0.3602,0.3584,0.3578,0.3563,0.3568,0.3557,0.356,0.3552,0.3556
D22,178,82449.52839713731,0.0786299976321576,D04,0.925,2.925,0.965,2.875,2.775,0.0075,0.019,1,0.5247,0.4979,0.4619,0.4263,0.4185,0.4154,0.408,0.3999,0.3961,0.3943,0.3916,0.3896,0.3903,0.3876,0.3883,0.3866,0.3844,0.3804,0.3806,0.3754,0.3768,0.3727,0.3699,0.3683,0.367,0.3642,0.3624,0.3602,0.3584,0.3578,0.3563,0.3568,0.3557,0.356,0.3552,0.3556
D22,119,78072.50443252333,0.0744557422948106,D04,0.925,2.925,0.965,2.875,2.775,0.0075,0.019,1,0.5247,0.4979,0.4619,0.4263,0.4185,0.4154,0.408,0.3999,0.3961,0.3943,0.3916,0.3896,0.3903,0.3876,0.3883,0.3866,0.3844,0.3804,0.3806,0.3754,0.3768,0.3727,0.3699,0.3683,0.367,0.3642,0.3624,0.3602,0.3584,0.3578,0.3563,0.3568,0.3557,0.356,0.3552,0.3556
D22,210,80641.5418249964,0.0769057672738994,D04,0.925,2.925,0.965,2.875,2.775,0.0075,0.019,1,0.5247,0.4979,0.4619,0.4263,0.4185,0.4154,0.408,0.3999,0.3961,0.3943,0.3916,0.3896,0.3903,0.3876,0.3883,0.3866,0.3844,0.3804,0.3806,0.3754,0.3768,0.3727,0.3699,0.3683,0.367,0.3642,0.3624,0.3602,0.3584,0.3578,0.3563,0.3568,0.3557,0.356,0.3552,0.3556
D22,215,86509.25150373875,0.0825016512906444,D04,0.925,2.925,0.965,2.875,2.775,0.0075,0.019,1,0.5247,0.4979,0.4619,0.4263,0.4185,0.4154,0.408,0.3999,0.3961,0.3943,0.3916,0.3896,0.3903,0.3876,0.3883,0.3866,0.3844,0.3804,0.3806,0.3754,0.3768,0.3727,0.3699,0.3683,0.367,0.3642,0.3624,0.3602,0.3584,0.3578,0.3563,0.3568,0.3557,0.356,0.3552,0.3556
D22,178,82449.52839713731,0.0786299976321576,D04,0.925,2.925,0.965,2.875,2.775,0.0075,0.019,1,0.5247,0.4979,0.4619,0.4263,0.4185,0.4154,0.408,0.3999,0.3961,0.3943,0.3916,0.3896,0.3903,0.3876,0.3883,0.3866,0.3844,0.3804,0.3806,0.3754,0.3768,0.3727,0.3699,0.3683,0.367,0.3642,0.3624,0.3602,0.3584,0.3578,0.3563,0.3568,0.3557,0.356,0.3552,0.3556
D22,119,78072.50443252333,0.0744557422948106,D04,0.925,2.925,0.965,2.875,2.775,0.0075,0.019,1,0.5247,0.4979,0.4619,0.4263,0.4185,0.4154,0.408,0.3999,0.3961,0.3943,0.3916,0.3896,0.3903,0.3876,0.3883,0.3866,0.3844,0.3804,0.3806,0.3754,0.3768,0.3727,0.3699,0.3683,0.367,0.3642,0.3624,0.3602,0.3584,0.3578,0.3563,0.3568,0.3557,0.356,0.3552,0.3556
D22,210,80641.5418249964,0.0769057672738994,D04,0.925,2.925,0.965,2.875,2.775,0.0075,0.019,1,0.5247,0.4979,0.4619,0.4263,0.4185,0.4154,0.408,0.3999,0.3961,0.3943,0.3916,0.3896,0.3903,0.3876,0.3883,0.3866,0.3844,0.3804,0.3806,0.3754,0.3768,0.3727,0.3699,0.3683,0.367,0.3642,0.3624,0.3602,0.3584,0.3578,0.3563,0.3568,0.3557,0.356,0.3552,0.3556
D22,215,86509.25150373875,0.0825016512906444,D04,0.925,2.925,0.965,2.875,2.775,0.0075,0.019,1,0.5247,0.4979,0.4619,0.4263,0.4185,0.4154,0.408,0.3999,0.3961,0.3943,0.3916,0.3896,0.3903,0.3876,0.3883,0.3866,0.3844,0.3804,0.3806,0.3754,0.3768,0.3727,0.3699,0.3683,0.367,0.3642,0.3624,0.3602,0.3584,0.3578,0.3563,0.3568,0.3557,0.356,0.3552,0.3556
D22,178,82449.52839713731,0.0786299976321576,D04,0.925,2.925,0.965,2.875,2.775,0.0075,0.019,1,0.5247,0.4979,0.4619,0.4263,0.4185,0.4154,0.408,0.3999,0.3961,0.3943,0.3916,0.3896,0.3903,0.3876,0.3883,0.3866,0.3844,0.3804,0.3806,0.3754,0.3768,0.3727,0.3699,0.3683,0.367,0.3642,0.3624,0.3602,0.3584,0.3578,0.3563,0.3568,0.3557,0.356,0.3552,0.3556
E03,4,1572.3671231216915,0.0014995261412827,D05,3.225,0.97,0.35,0.865,0.775,0.1304999999999999,0.29,1,0.1624,0.142,0.1039,0.0688,0.0632,0.0603,0.0582,0.0566,0.0548,0.0538,0.0522,0.0519,0.0509,0.0505,0.0495,0.0501,0.0497,0.049,0.0493,0.0484,0.0485,0.0473,0.0471,0.0463,0.0464,0.0458,0.0457,0.0454,0.0441,0.0443,0.044,0.0441,0.0439,0.043,0.0426,0.0427
E03,13,4805.065963665587,0.0045824679981857,D05,3.225,0.97,0.35,0.865,0.775,0.1304999999999999,0.29,1,0.1624,0.142,0.1039,0.0688,0.0632,0.0603,0.0582,0.0566,0.0548,0.0538,0.0522,0.0519,0.0509,0.0505,0.0495,0.0501,0.0497,0.049,0.0493,0.0484,0.0485,0.0473,0.0471,0.0463,0.0464,0.0458,0.0457,0.0454,0.0441,0.0443,0.044,0.0441,0.0439,0.043,0.0426,0.0427
E03,3,1045.3649554820036,0.0009969377093143,D05,3.225,0.97,0.35,0.865,0.775,0.1304999999999999,0.29,1,0.1624,0.142,0.1039,0.0688,0.0632,0.0603,0.0582,0.0566,0.0548,0.0538,0.0522,0.0519,0.0509,0.0505,0.0495,0.0501,0.0497,0.049,0.0493,0.0484,0.0485,0.0473,0.0471,0.0463,0.0464,0.0458,0.0457,0.0454,0.0441,0.0443,0.044,0.0441,0.0439,0.043,0.0426,0.0427
E03,17,5189.125665566941,0.0049487358718556,D05,3.225,0.97,0.35,0.865,0.775,0.1304999999999999,0.29,1,0.1624,0.142,0.1039,0.0688,0.0632,0.0603,0.0582,0.0566,0.0548,0.0538,0.0522,0.0519,0.0509,0.0505,0.0495,0.0501,0.0497,0.049,0.0493,0.0484,0.0485,0.0473,0.0471,0.0463,0.0464,0.0458,0.0457,0.0454,0.0441,0.0443,0.044,0.0441,0.0439,0.043,0.0426,0.0427
E03,4,1572.3671231216915,0.0014995261412827,D05,3.225,0.97,0.35,0.865,0.775,0.1304999999999999,0.29,1,0.1624,0.142,0.1039,0.0688,0.0632,0.0603,0.0582,0.0566,0.0548,0.0538,0.0522,0.0519,0.0509,0.0505,0.0495,0.0501,0.0497,0.049,0.0493,0.0484,0.0485,0.0473,0.0471,0.0463,0.0464,0.0458,0.0457,0.0454,0.0441,0.0443,0.044,0.0441,0.0439,0.043,0.0426,0.0427
E03,13,4805.065963665587,0.0045824679981857,D05,3.225,0.97,0.35,0.865,0.775,0.1304999999999999,0.29,1,0.1624,0.142,0.1039,0.0688,0.0632,0.0603,0.0582,0.0566,0.0548,0.0538,0.0522,0.0519,0.0509,0.0505,0.0495,0.0501,0.0497,0.049,0.0493,0.0484,0.0485,0.0473,0.0471,0.0463,0.0464,0.0458,0.0457,0.0454,0.0441,0.0443,0.044,0.0441,0.0439,0.043,0.0426,0.0427
E03,3,1045.3649554820036,0.0009969377093143,D05,3.225,0.97,0.35,0.865,0.775,0.1304999999999999,0.29,1,0.1624,0.142,0.1039,0.0688,0.0632,0.0603,0.0582,0.0566,0.0548,0.0538,0.0522,0.0519,0.0509,0.0505,0.0495,0.0501,0.0497,0.049,0.0493,0.0484,0.0485,0.0473,0.0471,0.0463,0.0464,0.0458,0.0457,0.0454,0.0441,0.0443,0.044,0.0441,0.0439,0.043,0.0426,0.0427
E03,17,5189.125665566941,0.0049487358718556,D05,3.225,0.97,0.35,0.865,0.775,0.1304999999999999,0.29,1,0.1624,0.142,0.1039,0.0688,0.0632,0.0603,0.0582,0.0566,0.0548,0.0538,0.0522,0.0519,0.0509,0.0505,0.0495,0.0501,0.0497,0.049,0.0493,0.0484,0.0485,0.0473,0.0471,0.0463,0.0464,0.0458,0.0457,0.0454,0.0441,0.0443,0.044,0.0441,0.0439,0.043,0.0426,0.0427
E03,4,1572.3671231216915,0.0014995261412827,D05,3.225,0.97,0.35,0.865,0.775,0.1304999999999999,0.29,1,0.1624,0.142,0.1039,0.0688,0.0632,0.0603,0.0582,0.0566,0.0548,0.0538,0.0522,0.0519,0.0509,0.0505,0.0495,0.0501,0.0497,0.049,0.0493,0.0484,0.0485,0.0473,0.0471,0.0463,0.0464,0.0458,0.0457,0.0454,0.0441,0.0443,0.044,0.0441,0.0439,0.043,0.0426,0.0427
